siren,siret,denominationUniteLegale,denominationUsuelle1UniteLegale,activitePrincipaleUniteLegale,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,Adresse pr‚cise
791912975,79191297500061,,,62.01Z,HOTEL DE PARIS,14,,,,RUE,DE PARIS,24260,LE BUGUE,,,24067,,,,,240670135_B,536412.0,6426605.45,,A,,,62.01Z,HOTEL DE PARIS 14 RUE DE PARIS 24260 LE BUGUE
793187238,79318723800027,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MARCILLAC-SAINT-QUENTIN,,[ND],24252,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, MARCILLAC-SAINT-QUENTIN
793262817,79326281700034,,,62.01Z,,,,,,,LE VILLAGE,24250,LA ROQUE-GAGEAC,,,24355,,,,,24355B039_C,,,,A,,,62.01Z, LE VILLAGE 24250 LA ROQUE-GAGEAC
793599358,79359935800033,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MONBAZILLAC,,[ND],24274,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, MONBAZILLAC
794011023,79401102300031,,,62.01Z,,32,,,,RUE,DES VAURES,24100,BERGERAC,,,24037,,,,,240374700_B,501833.9648930674,6421103.699661581,,A,,,62.01Z,32 RUE DES VAURES 24100 BERGERAC
794684944,79468494400026,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LALINDE,,[ND],24223,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, LALINDE
794684944,79468494400034,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC,,[ND],24356,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC
797443868,79744386800030,,,62.01Z,,124,,,,ROUTE,DE LA PLAGE DE CAUDON,24200,VITRAC,,,24587,,,,,245871000_B,561565.399146374,6416597.041343037,,A,,,62.01Z,124 ROUTE DE LA PLAGE DE CAUDON 24200 VITRAC
798234100,79823410000013,PYRAT,,62.01Z,,,,,,,MOULIN DE LA JAURY,24160,SAINT MEDARD D'EXCIDEUIL,,,24463,,,,,,,,,A,PYRAT NET,PYRAT NET,62.01Z, MOULIN DE LA JAURY 24160 SAINT MEDARD D'EXCIDEUIL
798333530,79833353000045,,,62.01Z,,6,B,,,RUE,DU 19 MARS 1962,24360,PIEGUT-PLUVIERS,,,24328,,,,,243280066_B,520672.605984715,6504993.071181622,,A,,,62.01Z,"6, B RUE DU 19 MARS 1962 24360 PIEGUT-PLUVIERS"
799436696,79943669600022,SARL TARANIS STUDIO,,62.01Z,,175,,,,RUE,COMBE DES DAMES,24750,CHAMPCEVINEL,,,24098,,,,,240980010_B,521342.69747022603,6457872.456590459,,A,,,62.01Z,175 RUE COMBE DES DAMES 24750 CHAMPCEVINEL
800009987,80000998700010,,,62.01Z,,6,,,,RUE,DE CAMPREAL,24100,BERGERAC,,,24037,,,,,240370827_B,503015.37462380313,6420328.167550909,,A,,,62.01Z,6 RUE DE CAMPREAL 24100 BERGERAC
800537078,80053707800027,,,62.01Z,,6,,,,ROUTE,DES ABEILLES,24130,PRIGONRIEUX,,,24340,,,,,243400002_B,494808.8473385326,6424658.8316962905,,A,,,62.01Z,6 ROUTE DES ABEILLES 24130 PRIGONRIEUX
800640955,80064095500046,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT AULAYE-PUYMANGOU,,[ND],24376,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SAINT AULAYE-PUYMANGOU
800757502,80075750200011,,,62.01Z,,,,,,,LES CLEDES,24380,SAINT-PAUL-DE-SERRE,,,24480,,,,,24480B020_C,,,,A,,WEB IN COM,62.01Z, LES CLEDES 24380 SAINT-PAUL-DE-SERRE
801129248,80112924800051,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PERIGUEUX,,[ND],24322,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PERIGUEUX
803132323,80313232300038,,,62.01Z,,48,,,,RUE,DR SCHWEITZER,24300,NONTRON,,,24311,,,,,,,,,A,,,62.01Z,48 RUE DR SCHWEITZER 24300 NONTRON
803170539,80317053900032,,,62.01Z,,303,,,,CHEMIN,DE LA FAURILLE,24100,BERGERAC,,,24037,,,,,240371764_B,500831.18266882526,6416665.242548764,,A,,,62.01Z,303 CHEMIN DE LA FAURILLE 24100 BERGERAC
803428614,80342861400017,,,62.01Z,,47,,,,RUE,NEUVE D'ARGENSON,24100,BERGERAC,,,24037,,,,,240373240_B,501335.19672206894,6420069.987558877,,A,,,62.01Z,47 RUE NEUVE D'ARGENSON 24100 BERGERAC
803936418,80393641800018,,,62.01Z,,,,,,,BRISTEVAL,24600,PETIT-BERSAC,,,24323,,,,,,,,,A,,,62.01Z, BRISTEVAL 24600 PETIT-BERSAC
804441780,80444178000025,INTWEB,,62.01Z,,,,,,,CASTANG,24220,COUX ET BIGAROQUE-MOUZENS,,,24142,,,,,,,,,A,,,62.01Z, CASTANG 24220 COUX ET BIGAROQUE-MOUZENS
804541068,80454106800024,,,62.01Z,,,,,,,PEGAURET,24260,SAINT-CHAMASSY,,,24388,,,,,24388B053_C,,,,A,,,62.01Z, PEGAURET 24260 SAINT-CHAMASSY
804558179,80455817900011,,,62.01Z,,44,,,,AVENUE,ALBERT PESTOUR,24660,COULOUNIEIX-CHAMIERS,,,24138,,,,,241380010_B,519573.2851216245,6454185.969150288,,A,,,62.01Z,44 AVENUE ALBERT PESTOUR 24660 COULOUNIEIX-CHAMIERS
804593739,80459373900027,SAS ED CONCEPT 24.,,62.01Z,,78,,,,RUE,VICTOR HUGO,24000,PERIGUEUX,,,24322,,,,,243224240_B,520580.8886470782,6457001.94875891,,A,,,62.01Z,78 RUE VICTOR HUGO 24000 PERIGUEUX
804792513,80479251300025,WEBEEGO,,62.01Z,,,,,,,FONTEAU,24410,SAINT PRIVAT EN PERIGORD,,,24490,,,,,,,,,A,,WEBEEGO,62.01Z, FONTEAU 24410 SAINT PRIVAT EN PERIGORD
807487335,80748733500026,,,62.01Z,,4692,,,,,LE BOURG,24260,AUDRIX,,,24015,,,,,24015B004_C,,,,A,,,62.01Z,4692 LE BOURG 24260 AUDRIX
807845433,80784543300026,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MONTIGNAC-LASCAUX,,[ND],24291,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, MONTIGNAC-LASCAUX
808276331,80827633100028,,,62.01Z,,,,,,,LE BOST,24140,DOUVILLE,,,24155,,,,,24155B165_C,,,,A,,,62.01Z, LE BOST 24140 DOUVILLE
808395842,80839584200012,,,62.01Z,,20,,,,RUE,BERGGREN,24100,BERGERAC,,,24037,,,,,240370475_B,501106.90099913615,6419484.961359035,,A,,,62.01Z,20 RUE BERGGREN 24100 BERGERAC
808639397,80863939700021,,,62.01Z,,,,,,,LE GLANDIER,24200,SAINT ANDRE D'ALLAS,,,24366,,,,,,,,,A,,,62.01Z, LE GLANDIER 24200 SAINT ANDRE D'ALLAS
808744510,80874451000039,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC,,[ND],24356,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC
808830517,80883051700021,,,62.01Z,FONGAUFFIER,,,,,RUE,DU LAVOIR,24170,SAGELAT,,,24360,,,,,24360ckdusd_B,542785.7488581499,6411820.449922617,,A,,,62.01Z,FONGAUFFIER  RUE DU LAVOIR 24170 SAGELAT
808984801,80898480100015,IDROTO,,62.01Z,LE LOGIS,,,,,,LE MOULIN DE CHENAUD,24410,PARCOUL-CHENAUD,,,24316,,,,,,,,,A,,,62.01Z,LE LOGIS  LE MOULIN DE CHENAUD 24410 PARCOUL-CHENAUD
809138886,80913888600019,,,62.01Z,,,,,,,LES ROUCHELOUX,24380,VAL DE LOUYRE ET CAUDEAU,,,24362,,,,,,,,,A,,,62.01Z, LES ROUCHELOUX 24380 VAL DE LOUYRE ET CAUDEAU
809498439,80949843900029,,,62.01Z,,121,,,,RUE,DU 26 MARS 1944,24600,RIBERAC,,,24352,,,,,243521060_B,491401.16100963455,6465012.433197395,,A,BELORDMEDIA,BELORDMEDIA,62.01Z,121 RUE DU 26 MARS 1944 24600 RIBERAC
809867690,80986769000020,,,62.01Z,,29,,,,RUE,DES ALLIES,24360,PIEGUT-PLUVIERS,,,24328,,,,,243280010_B,519896.38,6505302.61,,A,,,62.01Z,29 RUE DES ALLIES 24360 PIEGUT-PLUVIERS
811195494,81119549400018,ENSELME,,62.01Z,,2459,,,,ROUTE,DE ROYAN,24700,EYGURANDE-ET-GARDEDEUIL,,,24165,,,,,241650730_B,473524.0420330396,6444945.540608652,,A,,ENSELME,62.01Z,2459 ROUTE DE ROYAN 24700 EYGURANDE-ET-GARDEDEUIL
811252014,81125201400030,,,62.01Z,,,,,,,LES GRAVOUX OUEST,24470,CHAMPS-ROMAIN,,,24101,,,,,24101B028_C,,,,A,,,62.01Z, LES GRAVOUX OUEST 24470 CHAMPS-ROMAIN
812040079,81204007900012,,,62.01Z,,,,,,IMP,DU TACOT LE PAYCE,24660,COULOUNIEIX-CHAMIERS,,,24138,,,,,,,,,A,,MX TRACKS FRANCE,62.01Z, IMP DU TACOT LE PAYCE 24660 COULOUNIEIX-CHAMIERS
812801504,81280150400034,JBT ENGINEERING,,62.01Z,,4,,,,IMPASSE,DE LA CROIX,24230,MONTCARET,,,24289,,,,,24289ay53_B,467426.6373359577,6423742.09143284,,A,,,62.01Z,4 IMPASSE DE LA CROIX 24230 MONTCARET
813649332,81364933200034,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LISLE,,[ND],24243,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, LISLE
813688090,81368809000022,,,62.01Z,"'LE TARNAT', AUX SABLES",297,,,,AVENUE,DES VIGNERONS,24610,VILLEFRANCHE-DE-LONCHAT,,,24584,,,,,245841130_B,467678.0879950555,6432550.064388126,,A,,BLUEMOONCREATIVE.SERVICES,62.01Z,"'LE TARNAT', AUX SABLES 297 AVENUE DES VIGNERONS 24610 VILLEFRANCHE-DE-LONCHAT"
814476453,81447645300026,,,62.01Z,,,,,,,LE BOURG,24250,FLORIMONT-GAUMIER,,,24184,,,,,,,,,A,,,62.01Z, LE BOURG 24250 FLORIMONT-GAUMIER
814821104,81482110400035,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],ROUFFIGNAC-ST-CERNIN-DE-REILHAC,,[ND],24356,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, ROUFFIGNAC-ST-CERNIN-DE-REILHAC
814903779,81490377900027,,,62.01Z,,2,,,,RUE,DE L'HARMONIE,24000,PERIGUEUX,,,24322,,,,,243221890_B,521192.46,6456340.53,,A,,,62.01Z,2 RUE DE L'HARMONIE 24000 PERIGUEUX
815184411,81518441100024,,,62.01Z,,14,,,,RUE,DU TERME SAINT SICAIRE,24000,PERIGUEUX,,,24322,,,,,243224010_B,520783.47,6457095.75,,A,,PATRICK DUCOS CONSULTING,62.01Z,14 RUE DU TERME SAINT SICAIRE 24000 PERIGUEUX
815336789,81533678900038,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],THENAC,,[ND],24549,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, THENAC
817582760,81758276000010,ALL WEB CREATION,,62.01Z,,24,,,,ROUTE,DU NODIN,24230,MONTCARET,,,24289,,,,,24289v7dk_B,468506.15507858817,6422040.377306432,,A,,,62.01Z,24 ROUTE DU NODIN 24230 MONTCARET
818176786,81817678600015,,,62.01Z,,10,,,,CITE,ALLENDE,24290,MONTIGNAC-LASCAUX,,,24291,,,,,,,,,A,,,62.01Z,10 CITE ALLENDE 24290 MONTIGNAC-LASCAUX
818958795,81895879500028,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-PIERRE-DE-FRUGIE,,[ND],24486,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SAINT-PIERRE-DE-FRUGIE
819272170,81927217000054,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BOSSET,,[ND],24051,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, BOSSET
819357732,81935773200026,,,62.01Z,,100,,,,IMPASSE,LE PIGNET,24560,FAUX,,,24177,,,,,241770650_B,514121.81934603874,6412075.7600107705,,A,,,62.01Z,100 IMPASSE LE PIGNET 24560 FAUX
819795535,81979553500015,HORUS HERITAGE SERVICES,,62.01Z,,,,,,,LE BOIS SAINT GERMAIN,24800,THIVIERS,,,24551,,,,,,,,,A,,,62.01Z, LE BOIS SAINT GERMAIN 24800 THIVIERS
819824715,81982471500018,,,62.01Z,,20,,,,ROUTE,DU ROC,24230,LAMOTHE-MONTRAVEL,,,24226,,,,,242260149_B,465617.31827616674,6421561.578139936,,A,,,62.01Z,20 ROUTE DU ROC 24230 LAMOTHE-MONTRAVEL
821663820,82166382000024,,,62.01Z,,,,,,LD,LA ROUMAGERE,24290,MONTIGNAC-LASCAUX,,,24291,,,,,,,,,A,,,62.01Z, LD LA ROUMAGERE 24290 MONTIGNAC-LASCAUX
821853645,82185364500041,,,62.01Z,,24,,,,PL,DU MARCHE COUVERT,24100,BERGERAC,,,24037,,,,,,,,,A,,,62.01Z,24 PL DU MARCHE COUVERT 24100 BERGERAC
822947263,82294726300031,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT MARTIAL D'ARTENSET,,[ND],24449,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SAINT MARTIAL D'ARTENSET
823163316,82316331600032,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BOULAZAC ISLE MANOIRE,,[ND],24053,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, BOULAZAC ISLE MANOIRE
823568761,82356876100014,NINO JEANS,,62.01Z,,95,,,,RUE,DE LA LIBERATION,24360,PIEGUT-PLUVIERS,,,24328,,,,,243280120_B,520772.0599924518,6504914.736005642,,A,NINOJEANS.COM / VETEMENT-ADO.COM /,,62.01Z,95 RUE DE LA LIBERATION 24360 PIEGUT-PLUVIERS
823751920,82375192000021,,,62.01Z,,,,,,,LA ROCHE,24350,CREYSSAC,,,24144,,,,,24144B017_C,,,,A,,,62.01Z, LA ROCHE 24350 CREYSSAC
824054118,82405411800024,,,62.01Z,,145,,,,,PUYMONZAC,24320,VERTEILLAC,,,24573,,,,,24573B058_C,,,,A,,LAPORTE DAMIEN,62.01Z,145 PUYMONZAC 24320 VERTEILLAC
824108823,82410882300033,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],VEZAC,,[ND],24577,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, VEZAC
824150767,82415076700039,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],NANTHIAT,,[ND],24305,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, NANTHIAT
824816177,82481617700011,,,62.01Z,,105,,,,CHEMIN,DES CRETES,24140,VILLAMBLARD,,,24581,,,,,245810110_B,509709.796107556,6440050.283951369,,A,M D GRAPHICS.FRANCE,M D GRAPHICS.FRANCE,62.01Z,105 CHEMIN DES CRETES 24140 VILLAMBLARD
827709999,82770999900011,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PLAISANCE,,[ND],24168,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PLAISANCE
827913716,82791371600011,,,62.01Z,LE MARSALET,9,,,,ROUTE,DU CHATEAU,24100,SAINT-LAURENT-DES-VIGNES,,,24437,,,,,244370026_B,498392.29120041756,6416102.918600202,,A,,BLEU SESAME,62.01Z,LE MARSALET 9 ROUTE DU CHATEAU 24100 SAINT-LAURENT-DES-VIGNES
827965914,82796591400035,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MONTIGNAC-LASCAUX,,[ND],24291,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, MONTIGNAC-LASCAUX
828031104,82803110400049,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LE BUGUE,,[ND],24067,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, LE BUGUE
828372722,82837272200011,WEB COOKING,,62.01Z,,4,,,,RUE,MAURICE IMBERT,24470,SAINT-PARDOUX-LA-RIVIERE,,,24479,,,,,244790180_B,524064.6004079773,6490762.882604898,,A,,,62.01Z,4 RUE MAURICE IMBERT 24470 SAINT-PARDOUX-LA-RIVIERE
829119668,82911966800020,DIGITAL POSITIVE,,62.01Z,,2289,,,,ROUTE,DE BELLEVUE,24560,MONTAUT,,,24287,,,,,24287txs2_B,511631.42,6408740.02,,A,,,62.01Z,2289 ROUTE DE BELLEVUE 24560 MONTAUT
829455534,82945553400018,DIGI-WEBSOLUTIONS,,62.01Z,,19,,,,PLACE,DU 14 JUILLET,24150,LALINDE,,,24223,,,,,242230160_B,521199.36442945444,6417920.051572174,,A,,,62.01Z,19 PLACE DU 14 JUILLET 24150 LALINDE
829589902,82958990200024,ORIGAMIX,,62.01Z,,,,,,LD,LES MONTS,24270,SAINT-MESMIN,,,24464,,,,,,,,,A,,,62.01Z, LD LES MONTS 24270 SAINT-MESMIN
830167227,83016722700024,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CHANCELADE,,[ND],24102,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, CHANCELADE
830678181,83067818100041,,,01.30Z,,475,,,,CHEMIN,DU CASTANET,24520,COURS-DE-PILE,,,24140,,,,,241400020_B,506559.81,6417272.09,,A,,NOEL OST,62.01Z,475 CHEMIN DU CASTANET 24520 COURS-DE-PILE
830863890,83086389000026,,,62.01Z,,1198,,,,ROUTE,DES GENETS,24350,LA CHAPELLE-GONAGUET,,,24108,,,,,241081030_B,513067.46430043643,6460483.387909855,,A,,,62.01Z,1198 ROUTE DES GENETS 24350 LA CHAPELLE-GONAGUET
830988929,83098892900014,EASYCARE,,62.01Z,,8,,,,RUE,DU PONT,24420,SAVIGNAC-LES-EGLISES,,,24527,,,,,,,,,A,,,62.01Z,8 RUE DU PONT 24420 SAVIGNAC-LES-EGLISES
831058698,83105869800034,,,62.01Z,APPART 2,4,,,,RUE,SALINIERE,24000,PERIGUEUX,,,24322,,,,,243223740_B,521091.07,6456424.01,,A,PXINFOS,PXINFOS,62.01Z,APPART 2 4 RUE SALINIERE 24000 PERIGUEUX
831242615,83124261500019,WEB & YOU,,62.01Z,,32,,,,RUE,J PH RAMEAU,24100,BERGERAC,,,24037,,,,,240372435_C,,,,A,,,62.01Z,32 RUE J PH RAMEAU 24100 BERGERAC
832713218,83271321800010,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],VAL DE LOUYRE ET CAUDEAU,,[ND],24362,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, VAL DE LOUYRE ET CAUDEAU
833826373,83382637300031,RTFM,,62.01Z,LIEU-DIT NEUVILLE,14,,,,CHEMIN,DE LA FONTAINE,24800,SAINT-JEAN-DE-COLE,,,24425,,,,,24425mr89_B,530378.01,6481730.47,,A,,RTFM,62.01Z,LIEU-DIT NEUVILLE 14 CHEMIN DE LA FONTAINE 24800 SAINT-JEAN-DE-COLE
834960486,83496048600027,SIMPLY ESCAPES LTD,,62.01Z,,5,,,,RUE,DU TEMPLE,24500,EYMET,,,24167,,,,,241670175_B,493677.01889093383,6399804.691911379,,A,,SIMPLY ESCAPES,62.01Z,5 RUE DU TEMPLE 24500 EYMET
835125741,83512574100016,,,62.01Z,,,,,,,LIEU-DIT DOUSSAC,24160,GENIS,,,24196,,,,,,,,,A,,,62.01Z, LIEU-DIT DOUSSAC 24160 GENIS
835135997,83513599700012,,,62.01Z,,22,,,,ROUTE,DE LA FONTAINE DES PRIVATS,24430,COURSAC,,,24139,,,,,241390184_B,515759.54884857894,6449520.047138016,,A,,,62.01Z,22 ROUTE DE LA FONTAINE DES PRIVATS 24430 COURSAC
835180688,83518068800037,,,62.01Z,LD BARONIE,146,,,,ROUTE,DES ECOLIERS,24400,SOURZAC,,,24543,,,,,245439l1y_B,496227.7801402573,6442869.712977072,,A,,,62.01Z,LD BARONIE 146 ROUTE DES ECOLIERS 24400 SOURZAC
835251182,83525118200019,INTERNET DORDOGNE,,62.01Z,,22,,,,RUE,DU COTEAU,24000,PERIGUEUX,,,24322,,,,,243221220_B,521095.9319295507,6457534.147176446,,A,,INTERNET DORDOGNE,62.01Z,22 RUE DU COTEAU 24000 PERIGUEUX
838836146,83883614600012,SGE DEVELOPEMENT,,62.01Z,,31,,,,RUE,DU PETIT RESERVOIR,24000,PERIGUEUX,,,24322,,,,,243223020_B,520270.9373271276,6457554.459740247,,A,,SGE DEVELOPMENT,62.01Z,31 RUE DU PETIT RESERVOIR 24000 PERIGUEUX
839517976,83951797600024,,,62.01Z,,,,,,,LIEU-DIT PUYLORIOL,24310,BIRAS,,,24042,,,,,,,,,A,,,62.01Z, LIEU-DIT PUYLORIOL 24310 BIRAS
840028781,84002878100036,REBASE,,62.01Z,,,,,,,LA MAURE NORD,24140,CAMPSEGRET,,,24077,,,,,24077B047_C,,,,A,,REBASE,62.01Z, LA MAURE NORD 24140 CAMPSEGRET
840142004,84014200400026,,,62.01Z,,2,,,,IMPASSE,DU GODET,24460,CHATEAU-L'EVEQUE,,,24115,,,,,241150146_B,519261.6353116089,6462966.124815638,,A,,,62.01Z,2 IMPASSE DU GODET 24460 CHATEAU-L'EVEQUE
840985709,84098570900012,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BERGERAC,,[ND],24037,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, BERGERAC
841521636,84152163600024,,,62.01Z,,193,,,,RUE,JEAN DE GRAILLY,24610,CARSAC-DE-GURSON,,,24083,,,,,240830400_B,470563.68,6431865.07,,A,,,62.01Z,193 RUE JEAN DE GRAILLY 24610 CARSAC-DE-GURSON
841521859,84152185900022,,,62.01Z,,,,,,,LIEU DIT LOUMAGNE,24140,SAINT JEAN D'ESTISSAC,,,24426,,,,,,,,,A,,,62.01Z, LIEU DIT LOUMAGNE 24140 SAINT JEAN D'ESTISSAC
841614753,84161475300017,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PAUNAT,,[ND],24318,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PAUNAT
842060204,84206020400034,,,62.01Z,,23,,,,RUE,DE PERIGUEUX,24300,NONTRON,,,24311,,,,,243110720_B,517463.16,6494267.99,,A,,BLOCS,62.01Z,23 RUE DE PERIGUEUX 24300 NONTRON
842063372,84206337200010,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SANILHAC,,[ND],24312,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, SANILHAC
842335887,84233588700035,,,62.01Z,,848,,,,ROUTE,DE SAINT-LEON,24110,SAINT-ASTIER,,,24372,,,,,243721020_B,504123.1747654486,6451139.255503361,,A,,,62.01Z,848 ROUTE DE SAINT-LEON 24110 SAINT-ASTIER
842644155,84264415500033,,,62.01Z,,422,,,,ROUTE,FONTAINE DU BOURNAT,24400,SOURZAC,,,24543,,,,,24543tn2g_B,498294.5612584078,6444032.384661827,,A,,,62.01Z,422 ROUTE FONTAINE DU BOURNAT 24400 SOURZAC
844681452,84468145200026,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LE PIZOU,,[ND],24329,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, LE PIZOU
844995142,84499514200024,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PIEGUT-PLUVIERS,,[ND],24328,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, PIEGUT-PLUVIERS
845173228,84517322800014,,,62.01Z,,,,,,,LE BOURG,24230,ST-MICHEL-MONTAIGNE,,,24466,,,,,24466B010_C,,,,A,,,62.01Z, LE BOURG 24230 ST-MICHEL-MONTAIGNE
845382282,84538228200026,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LUSIGNAC,,[ND],24247,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, LUSIGNAC
847892833,84789283300025,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BERGERAC,,[ND],24037,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, BERGERAC
848081428,84808142800015,,,62.01Z,,,,,,,LIEU DIT LE PETIT POUEIX,24360,BUSSIERE-BADIL,,,24071,,,,,,,,,A,,,62.01Z, LIEU DIT LE PETIT POUEIX 24360 BUSSIERE-BADIL
848124103,84812410300021,,,62.01Z,,1121,,,,ROUTE,DES DUCS,24130,SAINT-GEORGES-BLANCANEIX,,,24413,,,,,244130130_B,492668.89,6426500.3,,A,,,62.01Z,1121 ROUTE DES DUCS 24130 SAINT-GEORGES-BLANCANEIX
848909073,84890907300019,ALTISMEDIA,,62.01Z,,8,,,,ALLEE,DE LA LISIERE DU PARC,24100,BERGERAC,,,24037,,,,,240370584_B,502805.0131317583,6419977.437723651,,A,,,62.01Z,8 ALLEE DE LA LISIERE DU PARC 24100 BERGERAC
849269832,84926983200028,,,62.01Z,,,,,,,BORMAZET,24270,SARLANDE,,,24519,,,,,24519B011_C,,,,A,,,62.01Z, BORMAZET 24270 SARLANDE
849895784,84989578400031,,,62.01Z,,340,,,,ROUTE,DES CANONS,24210,FOSSEMAGNE,,,24188,,,,,241880190_B,542103.83,6451214.73,,A,,,62.01Z,340 ROUTE DES CANONS 24210 FOSSEMAGNE
850305954,85030595400032,[ND],[ND],62.01Z,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],GENIS,,[ND],24196,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],62.01Z, GENIS
